city,district,neighborhood,room,living_room,area,age,floor,price
izmir,karsiyaka,semikler,3,1,130,13,3,33000
izmir,buca,yenigun,3,1,120,25,5,22000
izmir,dikili,salimbey,2,1,110,25,4,25000
izmir,menemen,inonu,1,1,55,4,3,13500
izmir,karsiyaka,ornekkoy,2,1,85,10,3,21000
izmir,karabaglar,kazim_karabekir,2,1,80,4,1,14000
izmir,guzelbahce,yelki,3,1,110,4,2,36000
izmir,foca,ismetpasa,2,1,95,30,1,38000
izmir,balcova,teleferik,3,1,130,28,4,28000
izmir,konak,barbaros,3,1,125,38,0,10000
izmir,buca,kurucesme,1,1,60,4,1,11000
izmir,dikili,gazipasa,3,1,120,25,2,30000
izmir,balcova,onur,3,1,135,28,3,25000
izmir,torbali,muratbey,2,1,100,0,3,14000
izmir,cigli,balatcik,2,1,95,15,1,15000
izmir,konak,guzelyali,3,1,135,30,4,19000
izmir,selcuk,ataturk,3,1,120,30,3,18000
izmir,cigli,balatcik,1,1,55,7,3,21000
izmir,selcuk,zafer,3,1,130,18,3,18000
izmir,balcova,egitim,3,1,110,28,4,20000
izmir,konak,atilla,1,1,40,4,0,15000
izmir,karabaglar,calikusu,3,1,128,25,3,22000
izmir,menemen,gazi,2,1,105,7,1,15000
izmir,dikili,gazipasa,2,1,70,0,3,18000
izmir,balcova,onur,1,1,55,4,1,23000
izmir,konak,guzelyali,2,1,80,44,4,19000
izmir,urla,ataturk,1,1,55,3,5,33000
izmir,konak,alsancak,2,1,85,30,4,27500
izmir,konak,goztepe,3,1,150,30,3,24000
izmir,karsiyaka,imbatli,2,1,85,4,1,20000
izmir,balcova,onur,2,1,65,31,0,15000
izmir,bornova,kosukavak,2,1,95,20,3,11000
izmir,cesme,ovacik,3,1,110,16,2,50000
izmir,seferihisar,camikebir,3,1,140,8,4,23000
izmir,torbali,cumhuriyet,1,1,54,0,1,14000
izmir,konak,kahramanlar,2,1,85,35,1,20000
izmir,bornova,kazimdirik,1,1,60,0,1,25000
izmir,konak,kahramanlar,1,1,50,0,1,19000
izmir,buca,ataturk,1,1,60,2,2,15000
izmir,bornova,mevlana,1,1,60,8,3,22000
izmir,menderes,gumuldur_fevzi_cakmak,1,1,70,20,4,16000
izmir,karsiyaka,ornekkoy,2,1,100,0,1,20000
izmir,cigli,koyici,2,1,110,30,2,15000
izmir,buca,adatepe,1,1,55,4,1,16000
izmir,konak,kahramanlar,2,1,85,28,3,15000
izmir,foca,fevzipasa,2,1,85,30,5,17500
izmir,karsiyaka,goncalar,3,1,170,20,3,30000
izmir,bornova,ergene,1,1,140,20,0,15000
izmir,urla,balikliova,2,1,110,30,0,40000
izmir,karabaglar,ali_fuat_cebesoy,3,1,125,8,4,21500
izmir,karsiyaka,semikler,2,1,100,4,2,28500
izmir,konak,gungor,3,1,130,3,3,33500
izmir,karsiyaka,zubeyde_hanim,2,1,92,0,3,20000
izmir,menemen,istiklal,2,1,122,1,6,30000
izmir,dikili,gazipasa,3,1,110,1,0,24000
izmir,karsiyaka,ornekkoy,3,1,140,12,1,26000
izmir,karsiyaka,bostanli,2,1,80,0,5,35000
izmir,balcova,cetin_emec,2,1,100,22,4,25000
izmir,karabaglar,esenyali,2,1,95,37,3,19000
izmir,foca,mustafa_kemal_ataturk,3,1,120,12,5,20000
izmir,cesme,musalla,2,1,80,26,2,26000
izmir,bornova,kazimdirik,3,1,150,30,3,22000
izmir,bayrakli,osmangazi,3,1,120,26,1,18000
izmir,urla,altintas,3,1,120,5,2,25000
izmir,gaziemir,menderes,2,1,110,25,5,10000
izmir,seferihisar,hidirlik,2,1,75,5,3,17000
izmir,torbali,inonu,2,1,90,3,3,16000
izmir,karsiyaka,nergiz,3,1,131,26,4,25000
izmir,buca,kurucesme,1,1,65,5,2,17000
izmir,foca,yenibagarasi,1,1,55,0,2,18000
izmir,karsiyaka,bahcelievler,4,1,150,30,3,25000
izmir,buca,adatepe,1,1,180,18,1,15000
izmir,bornova,yesilova,2,1,120,25,1,13000
izmir,aliaga,kurtulus,3,1,135,14,3,12000
izmir,menemen,esatpasa,3,1,135,15,2,12000
izmir,menderes,kasimpasa,1,1,100,13,0,14000
izmir,menderes,kasimpasa,1,1,100,13,0,14000
izmir,cesme,ilica,3,1,100,15,5,5000
izmir,bornova,evka_4,2,1,82,26,6,20000
izmir,karabaglar,kazim_karabekir,2,1,80,5,3,16000
izmir,odemis,suleyman_demirel,3,1,130,6,1,16000
izmir,seferihisar,hidirlik,2,1,100,0,1,22000
izmir,konak,kultur,3,1,180,40,1,35000
izmir,bayrakli,fuat_edip_baksi,2,1,85,5,0,14000
izmir,dikili,salimbey,3,1,110,21,3,18000
izmir,buca,menderes,3,1,120,32,5,19000
izmir,konak,cankaya,3,1,120,41,2,20000
izmir,balcova,onur,2,1,130,35,0,18500
izmir,konak,murat_reis,2,1,95,35,1,15000
izmir,gaziemir,gazi,3,1,148,19,1,27000
izmir,karsiyaka,bahariye,3,1,170,24,4,30000
izmir,bornova,inonu,1,1,80,5,2,13000
izmir,cesme,yali,4,1,180,10,2,9000
izmir,konak,murat_reis,3,1,125,35,2,20000
izmir,cigli,evka_2,2,1,85,30,4,15000
izmir,menderes,barbaros,2,1,100,3,0,25000
izmir,bergama,fatih,3,1,160,8,2,25000
izmir,urla,iskele,4,1,180,2,0,45000
izmir,gaziemir,gazi,2,1,90,11,0,19000
izmir,bayrakli,mansuroglu,2,1,70,37,3,18000
izmir,tire,hurriyet,3,1,135,16,3,15000
izmir,konak,atilla,3,1,135,20,5,14000
izmir,bayrakli,tepekule,2,1,100,30,3,20000
izmir,menemen,gazi_mustafa_kemal,1,1,55,10,3,10750
izmir,bornova,kemalpasa,2,1,120,20,2,11500
izmir,karabaglar,basin_sitesi,3,1,140,23,3,19000
izmir,cigli,esentepe,2,1,75,5,2,17000
izmir,buca,yildiz,2,1,70,4,3,18000
izmir,karsiyaka,mavisehir,3,1,170,26,1,37500
izmir,torbali,alpkent,3,1,180,11,5,19000
izmir,cigli,balatcik,1,1,60,5,3,16500
izmir,konak,kahramanlar,1,1,40,4,1,25000
izmir,foca,mustafa_kemal_ataturk,2,1,80,0,3,22500
izmir,karabaglar,basin_sitesi,3,1,130,30,2,19000
izmir,buca,kurucesme,1,1,85,6,1,13000
izmir,odemis,hurriyet,1,1,80,15,5,9000
izmir,konak,goztepe,1,1,140,31,4,20000
izmir,seferihisar,turabiye,2,1,110,7,3,16000
izmir,karsiyaka,zubeyde_hanim,3,1,90,3,3,21000
izmir,balcova,fevzi_cakmak,1,1,50,25,0,14000
izmir,konak,piri_reis,3,1,120,35,3,20000
izmir,buca,mustafa_kemal,3,1,120,0,2,22000
izmir,menemen,istiklal,3,1,125,25,4,20000
izmir,menemen,yesil_pinar,2,1,95,7,3,10000
izmir,konak,alsancak,3,1,130,28,1,25000
izmir,karsiyaka,bahcelievler,3,1,120,34,5,20000
izmir,torbali,ataturk,1,1,55,1,4,13000
izmir,karsiyaka,inonu,1,1,53,11,1,19000
izmir,konak,goztepe,3,1,130,26,3,23000
izmir,buca,adatepe,2,1,80,4,0,15000
izmir,odemis,hurriyet,3,1,130,6,5,22000
izmir,cigli,ahmet_efendi,2,1,80,0,4,29000
izmir,buca,baris,2,1,120,7,3,11000
izmir,torbali,torbali,3,1,150,16,4,13500
izmir,buca,ataturk,3,1,180,16,5,24500
izmir,bornova,kazimdirik,3,1,130,21,3,23500
izmir,konak,murat_reis,3,1,115,35,5,20000
izmir,tire,cumhuriyet,2,1,90,5,1,20000
izmir,bornova,erzene,2,1,86,7,5,23000
izmir,bornova,inonu,3,1,110,5,2,18000
izmir,karabaglar,bahcelievler,2,1,90,0,2,19000
izmir,bornova,erzene,3,1,135,30,2,25000
izmir,karabaglar,arap_hasan,2,1,95,30,2,18000
izmir,konak,kultur,3,1,125,31,3,52000
izmir,gaziemir,irmak,2,1,110,13,1,30000
izmir,cesme,musalla,3,1,160,20,2,35000
izmir,bayrakli,korfez,4,1,160,15,0,25000
izmir,buca,adatepe,1,1,55,3,2,14000
izmir,karsiyaka,yali,3,1,140,20,3,45000
izmir,cigli,kucuk_cigli,2,1,75,4,2,23000
izmir,seferihisar,camikebir,3,1,165,3,0,40000
izmir,karsiyaka,bostanli,3,1,130,45,1,32000
izmir,bayrakli,fuat_edip_baksi,1,1,100,20,1,6000
izmir,odemis,uc_eylul,1,1,65,0,2,16500
izmir,balcova,fevzi_cakmak,1,1,50,30,0,10000
izmir,balcova,onur,3,1,125,30,1,25000
izmir,menemen,inonu,1,1,55,3,0,11000
izmir,buca,yaylacik,1,1,60,0,5,20000
izmir,cigli,kucuk_cigli,2,1,72,0,3,19500
izmir,buca,mustafa_kemal,3,1,160,6,5,23000
izmir,torbali,inonu,1,1,60,2,3,10500
izmir,buca,yildiz,1,1,55,6,2,15000
izmir,foca,kazim_dirik,2,1,90,3,0,18000
izmir,odemis,suleyman_demirel,2,1,125,15,2,15000
izmir,cigli,kucuk_cigli,3,1,145,10,2,20500
izmir,odemis,inonu,3,1,130,5,0,13500
izmir,buca,kurucesme,2,1,85,4,1,17000
izmir,seferihisar,cumhuriyet,1,1,75,5,5,12000
izmir,buca,gaziler,3,1,160,15,2,19500
izmir,dikili,gazipasa,2,1,65,4,0,25000
izmir,foca,cumhuriyet,1,1,65,17,0,20000
izmir,karsiyaka,tersane,3,1,110,45,3,15000
izmir,balcova,egitim,3,1,120,35,4,20000
izmir,konak,alsancak,2,1,115,25,3,20000
izmir,seferihisar,colak_ibrahim_bey,2,1,100,0,0,30000
izmir,karabaglar,kazim_karabekir,2,1,110,11,1,18000
izmir,bayrakli,muhittin_erener,2,1,90,2,2,15500
izmir,seferihisar,turabiye,1,1,75,0,1,13000
izmir,bayrakli,postacilar,2,1,80,11,4,12500
izmir,karabaglar,basin_sitesi,3,1,145,26,4,26500
izmir,bornova,karacaoglan,1,1,71,4,6,26000
izmir,bornova,ataturk,2,1,120,25,1,21000
izmir,karabaglar,peker,2,1,90,15,1,9500
izmir,seferihisar,cumhuriyet,2,1,90,15,3,17000
izmir,gaziemir,irmak,1,1,35,15,2,8000
izmir,karsiyaka,donanmaci,2,1,110,30,3,20000
izmir,buca,baris,3,1,140,21,2,25000
izmir,bayrakli,osmangazi,3,1,120,30,4,20000
izmir,menemen,9_eylul,1,1,55,5,1,15000
izmir,urla,camlicay,2,1,85,25,2,23500
izmir,karsiyaka,bostanli,1,1,55,0,5,25000
izmir,karsiyaka,mavisehir,3,1,170,18,1,45000
izmir,karabaglar,fahrettin_altay,3,1,170,40,0,20000
izmir,karabaglar,kazim_karabekir,2,1,90,4,3,18000
izmir,dikili,candarli,2,1,75,7,1,15000
izmir,buca,sirinkapi,2,1,110,15,0,14500
izmir,konak,cankaya,3,1,160,40,1,25000
izmir,karsiyaka,fikri_altay,2,1,90,8,1,25000
izmir,karsiyaka,bostanli,3,1,125,31,5,28000
izmir,odemis,akincilar,2,1,100,30,3,10000
izmir,cigli,koyici,4,1,150,35,2,16000
izmir,karabaglar,basin_sitesi,2,1,100,35,0,21000
izmir,odemis,ataturk,1,1,80,25,2,9000
izmir,odemis,ataturk,3,1,120,25,2,12500
izmir,karabaglar,esenyali,3,1,110,35,3,17500
izmir,konak,kahramanlar,1,1,45,4,1,30000
izmir,konak,atilla,2,1,90,35,2,15000
izmir,karabaglar,gulyaka,2,1,90,18,3,12000
izmir,konak,guzelyali,2,1,100,31,3,25000
izmir,buca,inkilap,2,1,90,23,4,15000
izmir,konak,alsancak,3,1,130,35,2,27000
izmir,bergama,maltepe,3,1,135,5,3,20000
izmir,foca,cumhuriyet,1,1,50,0,1,20000
izmir,kemalpasa,mehmet_akif_ersoy,1,1,55,5,1,14000
izmir,menderes,cuneytbey,2,1,90,0,0,27000
izmir,buca,camlikule,2,1,120,15,2,12000
izmir,karabaglar,bahcelievler,2,1,100,31,3,18500
izmir,buca,yaylacik,3,1,130,23,2,20000
izmir,bayrakli,cicek,2,1,110,30,0,9000
izmir,selcuk,isa_bey,3,1,65,30,1,17000
izmir,bornova,kazimdirik,2,1,90,7,5,25000
izmir,buca,inkilap,2,1,150,5,5,20000
izmir,karsiyaka,bostanli,3,1,130,35,2,20000
izmir,karsiyaka,ornekkoy,2,1,135,9,6,40000
izmir,cigli,balatcik,2,1,104,3,5,25000
izmir,konak,cankaya,3,1,130,31,1,22000
izmir,bornova,mevlana,3,1,110,22,3,22000
izmir,buca,kurucesme,1,1,55,3,1,15000
izmir,konak,mimar_sinan,3,1,165,31,6,22000
izmir,cigli,atasehir,2,1,95,25,1,12000
izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,13,1,18000
izmir,kemalpasa,cambel,3,1,105,1,4,15000
izmir,karsiyaka,donanmaci,2,1,120,31,3,20000
izmir,bayrakli,emek,2,1,105,25,1,10000
izmir,buca,kurucesme,1,1,65,5,3,15000
izmir,buca,yigitler,1,1,50,0,1,14000
izmir,buca,kurucesme,1,1,45,5,3,11000
izmir,seferihisar,colak_ibrahim_bey,2,1,110,7,1,20000
izmir,buca,yaylacik,4,1,140,20,2,20000
izmir,buca,efeler,3,1,110,31,3,15500
izmir,konak,turgut_reis,3,1,110,35,2,22000
izmir,menderes,gumuldur_inonu,3,1,170,26,1,45000
izmir,gaziemir,gazi,3,1,135,25,4,23000
izmir,gaziemir,gazi,3,1,110,15,5,20000
izmir,cesme,reisdere,2,1,95,8,1,20000
izmir,buca,camlipinar,2,1,100,13,2,18750
izmir,buca,yaylacik,1,1,45,4,5,15000
izmir,karabaglar,basin_sitesi,2,1,90,35,1,17000
izmir,buca,camlikule,2,1,135,0,2,20000
izmir,balcova,onur,3,1,130,30,2,25000
izmir,karsiyaka,semikler,2,1,90,9,1,35000
izmir,foca,mustafa_kemal_ataturk,2,1,75,7,0,40000
izmir,seferihisar,bengiler,2,1,90,10,3,45000
izmir,cigli,atasehir,3,1,120,21,3,25000
izmir,konak,kahramanlar,1,1,40,0,2,20000
izmir,seferihisar,turabiye,2,1,90,0,2,20000
izmir,foca,kazim_dirik,2,1,90,3,5,14000
izmir,bergama,maltepe,3,1,145,25,6,15000
izmir,karsiyaka,tuna,2,1,90,35,4,15000
izmir,karabaglar,uckuyular,2,1,100,30,2,20000
izmir,karabaglar,bahcelievler,3,1,110,30,2,22000
izmir,buca,ataturk,3,1,130,16,3,22000
izmir,menemen,incirli_pinar,2,1,75,1,2,11000
izmir,bornova,ataturk,2,1,80,20,0,16000
izmir,karsiyaka,dedebasi,2,1,85,15,1,17000
izmir,karsiyaka,aksoy,3,1,110,30,3,18000
izmir,bayrakli,r_sevket_ince,3,1,120,20,2,14000
izmir,balcova,koruturk,2,1,100,30,0,21500
izmir,menderes,cukuralti,3,1,150,25,2,25000
izmir,konak,piri_reis,3,1,136,31,4,30000
izmir,odemis,ataturk,3,1,130,25,2,25000
izmir,cigli,harmandali_gazi_mustafa_kemal_ataturk,2,1,63,6,3,17000
izmir,balcova,cetin_emec,1,1,41,30,0,13000
izmir,buca,camlikule,2,1,90,0,2,16000
izmir,bayrakli,r_sevket_ince,3,1,135,1,1,25000
izmir,foca,fevzipasa,3,1,130,30,3,35000
izmir,odemis,zafer,3,1,130,10,3,18000
izmir,foca,fevzipasa,2,1,75,5,3,18000
izmir,karabaglar,basin_sitesi,2,1,95,35,4,17500
izmir,gaziemir,atifbey,4,1,180,5,4,40000
izmir,bornova,kizilay,1,1,65,2,0,17000
izmir,konak,alsancak,2,1,75,30,4,20000
izmir,foca,ataturk,2,1,85,23,0,40000
izmir,bornova,kazimdirik,1,1,60,16,2,16000
izmir,buca,yaylacik,1,1,60,5,2,13000
izmir,balcova,onur,2,1,90,25,2,18000
izmir,konak,guzelyali,3,1,140,35,0,20000
izmir,konak,murat_reis,2,1,110,7,2,22500
izmir,konak,altintas,2,1,80,40,3,20000
izmir,konak,mimar_sinan,2,1,95,26,2,26000
izmir,bornova,erzene,3,1,105,28,5,21000
izmir,konak,murat_reis,2,1,95,26,1,14000
izmir,aliaga,kultur,3,1,130,0,3,40000
izmir,karabaglar,bahar,3,1,100,35,3,11000
izmir,odemis,kuvvetli,3,1,130,0,3,15000
izmir,seferihisar,camikebir,2,1,90,1,4,20000
izmir,buca,adatepe,1,1,70,5,1,13000
izmir,bornova,mevlana,2,1,91,11,4,23000
izmir,konak,kultur,3,1,150,35,6,50000
izmir,cigli,yakakent,3,1,155,2,3,30000
izmir,buca,kurucesme,1,1,55,3,3,18000
izmir,karabaglar,reis,3,1,110,25,3,15000
izmir,karsiyaka,bostanli,3,1,130,25,3,25000
izmir,karsiyaka,donanmaci,2,1,106,45,2,25000
izmir,konak,guzelyali,3,1,110,35,2,22000
izmir,menemen,istiklal,1,1,70,7,3,15000
izmir,bornova,doganlar,1,1,70,8,5,16000
izmir,odemis,zafer,3,1,120,25,3,13000
izmir,karabaglar,refet_bele,3,1,120,25,1,13500
izmir,odemis,akincilar,1,1,65,20,2,13000
izmir,karabaglar,bahcelievler,2,1,85,0,3,19000
izmir,urla,gulbahce,2,1,70,6,1,30000
izmir,konak,guzelyali,2,1,110,30,1,20000
izmir,konak,gunesli,3,1,130,26,5,20000
izmir,konak,piri_reis,3,1,121,44,4,25000
izmir,konak,mimar_sinan,3,1,145,21,2,30000
izmir,bornova,mevlana,1,1,65,5,1,18000
izmir,gaziemir,atifbey,3,1,125,16,2,22000
izmir,menderes,orta,3,1,130,30,5,15000
izmir,urla,zeytinler,2,1,110,0,2,30000
izmir,buca,buca_koop,1,1,50,0,3,12000
izmir,karsiyaka,tuna,2,1,85,35,2,15000
izmir,bornova,erzene,2,1,110,21,4,24000
izmir,karabaglar,bahcelievler,3,1,100,20,2,23000
izmir,buca,yildiz,2,1,75,5,1,18000
izmir,karsiyaka,tuna,1,1,95,2,6,38000
izmir,karabaglar,metin_oktay,3,1,110,25,2,15000
izmir,karabaglar,refet_bele,3,1,150,15,4,13000
izmir,balcova,teleferik,3,1,165,25,3,30000
izmir,gaziemir,atifbey,3,1,145,16,1,22000
izmir,karsiyaka,goncalar,1,1,50,0,5,19000
izmir,karabaglar,poligon,3,1,100,35,1,25000
izmir,karabaglar,selvili,3,1,110,25,5,12500
izmir,torbali,muratbey,3,1,145,0,2,18000
izmir,bornova,doganlar,2,1,95,0,3,21000
izmir,cigli,balatcik,1,1,60,3,1,18000
izmir,bornova,gazi_osman_pasa,2,1,100,21,4,13000
izmir,buca,menderes,2,1,115,11,3,14500
izmir,bornova,ergene,2,1,90,30,4,20000
izmir,konak,murat_reis,3,1,110,32,3,20000
izmir,karsiyaka,tersane,2,1,100,31,1,15000
izmir,bornova,kazimdirik,3,1,120,38,3,12000
izmir,konak,alsancak,2,1,110,29,1,25000
izmir,buca,kozagac,2,1,80,4,4,16500
izmir,odemis,hurriyet,3,1,130,0,1,14000
izmir,cigli,esentepe,3,1,160,5,1,30000
izmir,cigli,evka_5,2,1,80,21,4,15000
izmir,menemen,ugur_mumcu,3,1,135,1,3,20000
izmir,bayrakli,adalet,2,1,95,22,2,10000
izmir,buca,ataturk,1,1,80,0,-2,18000
izmir,buca,kozagac,1,1,60,5,2,15000
izmir,karsiyaka,donanmaci,3,1,110,30,3,18000
izmir,gaziemir,menderes,1,1,30,20,0,5000
izmir,buca,mustafa_kemal,2,1,100,0,1,20000
izmir,bornova,evka_4,2,1,65,26,1,12000
izmir,bergama,ataturk,2,1,75,0,0,14500
izmir,karsiyaka,semikler,1,1,65,7,2,22500
izmir,konak,murat_reis,3,1,120,40,5,20000
izmir,buca,guven,2,1,92,25,4,15000
izmir,buca,ufuk,3,1,145,0,-1,26000
izmir,menemen,esatpasa,3,1,115,29,5,16000
izmir,bornova,kazimdirik,3,1,140,26,3,23000
izmir,konak,kultur,3,1,140,31,3,45000
izmir,konak,altintas,3,1,110,30,1,13000
izmir,guzelbahce,mustafa_kemal_pasa,1,1,65,8,3,20000
izmir,bayrakli,muhittin_erener,3,1,115,21,1,10000
izmir,balcova,koruturk,3,1,110,30,4,15000
izmir,menderes,orta,1,1,67,15,2,4500
izmir,bornova,kazimdirik,2,1,90,20,2,18000
izmir,cesme,germiyan,2,1,90,3,0,14500
izmir,cigli,atasehir,3,1,145,18,4,23000
izmir,buca,camlikule,3,1,130,25,1,15000
izmir,aliaga,kazim_dirik,3,1,115,0,1,40000
izmir,gaziemir,irmak,3,1,192,5,3,35000
izmir,konak,alsancak,3,1,145,21,2,30000
izmir,konak,alsancak,2,1,75,24,3,20000
izmir,cesme,dalyan,1,1,65,1,1,22000
izmir,karsiyaka,dedebasi,2,1,80,10,4,23000
izmir,karsiyaka,bostanli,3,1,120,31,3,28000
izmir,kemalpasa,sogukpinar,2,1,90,10,4,15000
izmir,karsiyaka,bahcelievler,2,1,80,30,4,15000
izmir,karabaglar,yunus_emre,2,1,70,11,2,10000
izmir,balcova,onur,2,1,85,35,3,16000
izmir,selcuk,ataturk,1,1,50,15,2,17000
izmir,bornova,erzene,3,1,130,21,0,15000
izmir,karsiyaka,yali,2,1,100,25,2,20500
izmir,odemis,cumhuriyet,2,1,110,30,5,8000
izmir,karabaglar,general_asim_gunduz,2,1,100,0,1,25000
izmir,menemen,irmak,2,1,95,20,2,9000
izmir,bornova,kazimdirik,1,1,60,0,0,25000
izmir,bornova,ataturk,3,1,130,15,4,30000
izmir,bornova,ergene,3,1,110,30,2,18500
izmir,buca,inkilap,3,1,120,25,1,25000
izmir,narlidere,ilica,3,1,130,26,2,25000
izmir,konak,cankaya,2,1,85,30,3,20000
izmir,bayrakli,tepekule,2,1,90,30,2,15000
izmir,urla,guvendik,3,1,150,20,1,38000
izmir,menderes,cuneytbey,1,1,60,5,1,14500
izmir,konak,guzelyali,3,1,110,31,1,20000
izmir,karabaglar,gulyaka,2,1,72,0,3,20000
izmir,bornova,meric,1,1,85,2,0,25000
izmir,gaziemir,gazi,3,1,135,23,1,25000
izmir,cigli,inonu,2,1,100,5,3,30000
izmir,foca,ataturk,3,1,120,21,2,45000
izmir,seferihisar,ataturk,3,1,130,20,0,25000
izmir,torbali,torbali,2,1,105,0,4,21000
izmir,kinik,fatih,2,1,95,25,2,9000
izmir,balcova,onur,2,1,85,28,3,25000
izmir,buca,ataturk,1,1,55,10,1,11000
izmir,urla,kalabak,2,1,90,25,0,15000
izmir,gaziemir,dokuz_eylul,1,1,70,0,1,17000
izmir,karsiyaka,bahriye_ucok,3,1,110,26,4,20000
izmir,bornova,kazimdirik,2,1,95,29,4,30000
izmir,konak,altintas,1,1,55,7,2,18750
izmir,konak,mehmet_akif,3,1,120,34,3,15000
izmir,gaziemir,gazi,3,1,140,12,2,25000
izmir,torbali,torbali,2,1,100,10,2,17000
izmir,buca,ataturk,1,1,55,5,2,16000
izmir,konak,mimar_sinan,3,1,110,31,6,20000
izmir,karabaglar,bahcelievler,2,1,80,38,3,15000
izmir,urla,gulbahce,2,1,100,26,2,40000
izmir,menemen,inonu,1,1,60,0,3,10000
izmir,aliaga,kurtulus,3,1,130,26,2,30000
izmir,karabaglar,bahcelievler,3,1,175,21,3,29000
izmir,karsiyaka,yali,2,1,122,21,3,25000
izmir,konak,mimar_sinan,3,1,140,21,2,30000
izmir,bornova,inonu,3,1,120,0,2,23000
izmir,buca,yaylacik,2,1,80,5,3,16000
izmir,karabaglar,bahcelievler,3,1,120,35,3,23000
izmir,karabaglar,arap_hasan,3,1,120,30,1,21000
izmir,konak,murat_reis,2,1,95,35,2,15000
izmir,buca,kurucesme,2,1,86,5,2,15000
izmir,karabaglar,yunus_emre,3,1,140,15,2,18000
izmir,karsiyaka,aksoy,2,1,85,30,2,15000
izmir,seferihisar,camikebir,3,1,130,5,2,20000
izmir,odemis,umurbey,2,1,110,25,3,10000
izmir,menemen,villakent,2,1,85,12,0,15000
izmir,bornova,erzene,3,1,120,35,4,22500
izmir,cigli,kucuk_cigli,1,1,60,0,3,15000
izmir,buca,dumlupinar,1,1,60,10,2,14000
izmir,cigli,kucuk_cigli,3,1,110,5,1,18000
izmir,bornova,rafet_pasa,2,1,105,30,2,16500
izmir,karsiyaka,semikler,2,1,90,25,5,19750
izmir,bergama,zafer,3,1,155,8,3,17500
izmir,cigli,koyici,2,1,110,26,2,16000
izmir,menderes,ozdere_cumhuriyet,3,1,150,21,0,20000
izmir,karsiyaka,inonu,1,1,55,13,3,18000
izmir,buca,guven,3,1,150,4,2,23000
izmir,odemis,inonu,3,1,110,26,3,15000
izmir,buca,hurriyet,2,1,80,6,1,16000
izmir,karaburun,iskele,2,1,90,1,1,20000
izmir,buca,ataturk,1,1,70,15,3,12500
izmir,foca,ataturk,3,1,90,25,2,35000
izmir,buca,adatepe,2,1,80,13,2,16500
izmir,karabaglar,bozyaka,2,1,100,5,-1,15000
izmir,bornova,erzene,2,1,95,30,1,20000
izmir,karsiyaka,bostanli,3,1,145,44,1,32000
izmir,urla,gulbahce,2,1,70,8,0,30000
izmir,selcuk,ataturk,2,1,100,30,3,20000
izmir,karsiyaka,dedebasi,3,1,140,16,2,18000
izmir,buca,ataturk,1,1,55,4,3,15000
izmir,menemen,85_yil_cumhuriyet,1,1,50,0,1,9000
izmir,karsiyaka,bahariye,3,1,130,25,3,25000
izmir,buca,vali_rahmi_bey,2,1,85,18,1,14000
izmir,bornova,ataturk,3,1,165,15,3,25000
izmir,buca,kozagac,1,1,45,8,2,13000
izmir,konak,alsancak,3,1,130,31,5,20000
izmir,karabaglar,bahcelievler,2,1,105,5,2,25000
izmir,aliaga,kazim_dirik,3,1,99,26,4,17000
izmir,konak,atilla,3,1,135,26,4,25000
izmir,karsiyaka,yali,2,1,104,11,3,30000
izmir,seferihisar,camikebir,1,1,54,2,2,14500
izmir,bergama,ayvatlar,3,1,120,11,2,13000
izmir,buca,yildiz,1,1,70,4,2,13500
izmir,karabaglar,arap_hasan,2,1,100,28,3,17000
izmir,konak,ali_reis,1,1,75,45,2,8500
izmir,bornova,kazimdirik,1,1,70,25,1,17500
izmir,menemen,kazimpasa,2,1,95,20,1,8000
izmir,buca,inkilap,2,1,100,30,3,12750
izmir,foca,ataturk,2,1,70,30,5,25000
izmir,balcova,cetin_emec,2,1,116,30,5,20000
izmir,karsiyaka,bahriye_ucok,3,1,120,30,1,25000
izmir,cesme,germiyan,2,1,100,0,2,7000
izmir,seferihisar,tepecik,3,1,140,21,0,40000
izmir,buca,yildiz,3,1,150,25,1,14500
izmir,bornova,barbaros,3,1,125,25,3,16750
izmir,aliaga,yeni,3,1,120,15,3,26000
izmir,menemen,kemal_ataturk,1,1,55,2,2,11000
izmir,menemen,esatpasa,3,1,120,25,4,17000
izmir,bornova,kazimdirik,1,1,67,2,4,35000
izmir,konak,murat_reis,3,1,130,22,2,27000
izmir,buca,kurucesme,1,1,50,6,2,14500
izmir,foca,mustafa_kemal_ataturk,2,1,80,6,0,18000
izmir,karabaglar,doganay,3,1,120,25,5,18000
izmir,menemen,9_eylul,3,1,150,10,3,28000
izmir,dikili,ismetpasa,3,1,125,31,5,20000
izmir,buca,sirinkapi,2,1,100,26,0,16000
izmir,karsiyaka,dedebasi,3,1,140,21,2,22000
izmir,odemis,akincilar,3,1,150,21,3,20000
izmir,karsiyaka,dedebasi,3,1,125,14,5,25000
izmir,karsiyaka,semikler,2,1,80,13,5,16500
izmir,foca,mustafa_kemal_ataturk,3,1,120,15,0,45000
izmir,cigli,harmandali_gazi_mustafa_kemal_ataturk,3,1,130,1,1,15500
izmir,gaziemir,yesil,3,1,145,15,1,20000
izmir,bornova,mevlana,1,1,60,8,2,18000
izmir,bornova,kazimdirik,1,1,43,0,5,20000
izmir,gaziemir,atifbey,3,1,135,15,3,25000
izmir,cesme,musalla,2,1,90,11,1,28000
izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,5,0,10000
izmir,bornova,erzene,3,1,135,20,1,18000
